#Followers,#Friends,#Retweets,#Favorites,Positive_sentiment,Negative_sentiment,Post_hour
1490,516,1,0,1,-1,16
369,286,3,3,2,-1,17
10,76,0,0,1,-4,17
869,767,0,0,1,-1,17
107,119,0,0,1,-3,17
722,499,0,0,1,-1,17
2290,3590,0,0,1,-2,17
543,967,0,0,3,-1,17
192,1853,0,0,3,-1,17
282,419,0,0,1,-1,17
546,459,3,15,1,-1,17
622,271,0,0,3,-1,17
30,73,0,0,2,-2,17
363,218,2,1,1,-1,17
30285,597,6,11,1,-1,17
148,248,0,0,1,-1,17
414,499,0,0,1,-1,17
691,2078,0,0,1,-2,17
712,3143,0,0,1,-3,17
3133,3235,0,0,1,-1,17
6158,367,9,11,2,-1,17
6090,4629,4,10,2,-3,17
180,197,0,0,2,-1,17
690,596,3,8,2,-1,17
108112,15583,97,387,1,-1,17
5754,829,45,161,2,-4,17
3833,2541,0,0,1,-1,17
253,145,0,0,2,-2,17
10181,9269,1,0,1,-1,17
210,192,0,0,2,-1,17
119070,82017,2,1,1,-3,17
532,1756,0,0,3,-3,17
453,395,1,2,2,-1,17
29,204,4,32,2,-1,17
2266,763,16,16,1,-3,17
2473,1235,7,14,2,-1,17
40502,2698,5,28,2,-2,18
76,13,0,0,1,-4,18
42,24,1,0,1,-2,18
173,352,1,0,2,-2,18
356,604,0,0,1,-1,18
59,235,0,0,3,-1,18
10,44,0,0,1,-3,18
33603,4353,185,1410,1,-1,18
56465,602,452,70,1,-2,18
27412,547,132,462,2,-3,18
306,319,0,0,4,-4,18
440768,898,7,48,1,-1,18
23637,1639,0,0,2,-1,18
710,1478,0,0,1,-1,18
207,192,0,0,1,-1,18
627,840,0,0,3,-4,18
2806,2477,0,0,1,-1,18
276,339,0,0,2,-1,18
1041563,639,499,1195,1,-3,18
1577,2547,1,3,1,-4,18
571,1142,1,5,1,-1,18
1,23,0,0,1,-3,18
362,397,0,0,1,-1,18
1,43,0,0,1,-1,18
64106,344,2,29,1,-2,18
5,4,0,0,1,-1,19
1144,1775,0,0,1,-1,19
2152,3705,0,0,2,-4,19
51826,2288,287,693,1,-2,19
2008,3024,0,0,2,-2,19
445,695,0,0,1,-1,19
1157,248,0,0,1,-1,19
9591,461,10,20,1,-3,19
4223,3349,86,35,1,-4,19
2348,455,0,0,2,-2,19
751,39,0,0,1,-1,19
1675,1351,1,0,1,-1,19
41733,578,45,219,1,-2,19
7442,831,194,2068,2,-1,19
334,318,0,0,3,-1,19
45,274,0,0,3,-2,19
250,153,0,0,3,-1,19
14,98,0,0,1,-1,19
1274223,1950,78,118,1,-1,20
4611,802,10,16,1,-1,20
3551,3053,0,0,1,-1,20
117,197,0,0,4,-1,20
6682,990,5,26,3,-2,20
0,24,0,0,1,-3,20
3436,912,69,130,1,-1,20
11356,1226,1,0,1,-1,20
2139,924,2,2,1,-1,20
3889,748,1,2,1,-1,20
61068,128,11,29,1,-1,20
156,434,0,0,1,-1,20
145,408,0,0,1,-1,20
1387,1599,0,0,3,-2,20
76281,298,3,17,2,-2,20
826,762,0,0,1,-3,20
254,633,0,0,2,-1,20
10909,11627,0,0,2,-2,20
2594,4683,1,0,1,-1,20
320,1116,0,0,2,-1,20
1720,859,21,64,2,-4,20
1108,1618,2,2,1,-1,20
120,742,0,0,1,-2,20
703,1188,0,0,1,-1,20
1106,1106,0,0,1,-1,20
837954,21241,13,88,1,-1,21
151,1089,0,0,1,-1,21
20537,3905,365,956,2,-2,21
19250507,15,341,983,2,-1,21
1517,4548,2,2,2,-4,21
7314,3886,2,3,1,-3,21
421,704,0,0,1,-1,21
19,78,0,0,2,-1,21
11386,5623,0,0,1,-2,21
109,227,0,0,1,-3,21
5054,1003,0,0,2,-3,21
961,1289,0,0,1,-1,21
85571,25356,9,9,1,-1,21
1066,528,0,0,1,-2,21
79,93,14,198,4,-1,21
10127,5,2,4,2,-4,21
1235,858,0,0,2,-1,22
817873,68,372,6075,2,-1,22
949,850,0,0,1,-2,22
174,148,1,0,1,-1,22
0,0,0,0,1,-1,22
97,506,0,0,1,-1,22
15948,663,2,5,1,-1,22
6840,993,1,3,2,-4,22
7,0,0,0,2,-3,22
6527,5602,1,3,3,-1,23
915,470,0,0,1,-1,23
12436,6222,17,89,2,-1,23
157,186,0,0,1,-3,23
146,9,159,230,2,-1,23
12,80,0,0,1,-4,23
37832,37777,4,10,3,-1,23
1114,696,0,0,1,-1,23
89064,101,51,488,2,-1,23
12500,11837,34,106,2,-1,23
7668,3192,31,7,3,-2,23
3109472,406,16,19,1,-1,23
4289,3298,0,0,2,-1,23
1772,1832,0,0,1,-1,23
8618,5642,5,12,3,-1,23
316,215,0,0,2,-1,23
5750,5573,0,0,3,-1,23
1060,176,0,0,3,-1,23
34,78,0,0,2,-1,23
357,684,216,813,2,-1,0
4457,132,26,170,3,-3,0
85078,37344,496,922,1,-3,0
93,335,0,0,1,-1,0
11684,119,12,21,1,-1,0
92,109,1,0,2,-1,0
1757,1541,0,0,1,-3,0
5301,5235,0,0,1,-1,0
17440,2284,11,12,3,-3,0
181,194,0,0,1,-1,0
20,135,0,0,3,-2,0
629645,389,307,1572,2,-1,0
3496,505,2,4,3,-1,0
7,54,14,39,1,-1,0
1109,268,66,7,1,-1,0
843,610,0,0,1,-4,0
182,168,0,0,3,-1,0
2,27,0,0,2,-1,0
9,57,0,0,1,-1,1
79,330,0,0,1,-1,1
93,93,0,0,1,-4,1
890,407,0,0,1,-2,1
2736,3128,0,0,2,-4,1
466,140,7,0,1,-1,1
495,1061,0,0,1,-2,1
52,61,0,0,1,-1,1
122,63,0,0,2,-1,1
29416,29999,1,0,1,-3,1
2076,1514,0,0,1,-1,1
13727,45,9,37,2,-1,1
69,229,0,0,1,-2,1
1541,1343,0,0,2,-1,1
235,276,0,0,1,-1,1
1160,210,6,5,3,-1,1
24110974,121,4,8,2,-2,2
10002,2116,2,5,3,-1,2
3721,438,0,0,1,-1,2
35,183,3,11,1,-1,2
72655,884,469,1763,1,-4,2
191,605,0,0,1,-3,2
307,1121,0,0,1,-1,2
15,21,0,0,1,-1,2
13381,57,7,13,4,-4,2
7193,412,6,20,1,-1,2
566,454,0,0,1,-1,2
1566,4703,0,0,2,-1,2
116496,97,20,173,3,-1,2
1209,1282,4,2,3,-1,2
1670,1327,6,17,1,-1,2
242,716,0,0,1,-1,3
52856,183,95,89,2,-1,3
64135,353,0,0,3,-3,3
579,1118,0,0,2,-1,3
1245,398,8,9,3,-1,3
69,84,0,0,2,-2,3
31,424,0,0,3,-3,3
3247,3316,0,0,1,-3,3
14418,1,194,52,1,-1,3
8002,579,0,0,1,-1,3
10,49,0,0,3,-1,3
19,7,1,1,1,-1,4
487,544,0,0,2,-1,4
1848,162,1,7,1,-1,4
6630,5303,91,179,3,-2,4
21,24,0,0,1,-1,4
540,1398,0,0,1,-3,4
308,243,0,0,1,-1,4
9693,10188,97,138,1,-1,4
15575,15519,9,44,2,-1,4
2868,1641,0,0,1,-1,4
109936,571,30,101,2,-2,4
131060,6728,588,2532,1,-1,4
69,486,0,0,1,-1,5
158,532,22,69,2,-2,5
191,103,0,0,1,-1,5
11393,514,164,464,1,-1,5
248,202,0,0,1,-2,5
895,1195,0,0,3,-1,5
161268,50,9,169,2,-1,5
9533,762,0,0,1,-2,5
129,204,1,11,1,-2,5
30759,518,10,82,1,-1,5
26,164,131,1068,2,-1,5
10,39,0,0,1,-3,5
58910,64,36,163,2,-3,5
1230,338,33,49,3,-1,5
873,1184,389,634,1,-2,5
102,131,0,0,2,-1,5
285,273,0,0,3,-1,5
94,0,0,0,3,-1,5
1194,2443,4,0,1,-4,6
1522,379,0,0,1,-2,6
74,119,0,0,2,-1,6
1,58,0,0,1,-2,6
124373,204,1,4,2,-1,6
29998,250,139,737,1,-1,6
1222,228,39,176,1,-1,6
595,219,0,0,2,-1,6
5362,1013,0,0,2,-1,6
46162,5875,5,8,1,-3,7
7,63,0,0,3,-3,7
1431,185,0,0,3,-1,7
160,4755,0,0,2,-2,7
192,2,5,7,2,-4,7
425,0,0,0,1,-1,7
17870,64,1,17,1,-1,7
15294,216,0,0,1,-1,7
663768,1252,1,3,1,-1,8
27919,83,7,46,3,-1,8
11,181,0,0,1,-3,8
77,440,0,0,1,-1,8
463,522,4,2,2,-1,8
29,15,0,0,1,-1,8
1176677,141,2,0,1,-1,8
3216,27,103,72,1,-1,8
578,2026,0,0,2,-1,8
1433,110,22,12,3,-1,8
10103,47,0,0,3,-1,8
17406,16342,1,4,3,-1,8
1509,550,0,0,1,-1,8
16945,72,1,0,4,-1,8
24084,660,4,6,2,-1,9
8406,8269,1,2,3,-1,9
1102,1056,0,0,2,-1,9
3292,5001,0,0,2,-1,9
16093,1426,15,63,1,-2,9
47094,278,170,1057,2,-1,9
66,86,2,3,1,-1,9
13772,11056,95,297,1,-3,9
1413,599,39,238,1,-1,9
3256,166,0,0,1,-1,10
171,362,4,1,3,-1,10
1564,202,76,41,2,-1,10
5,67,0,0,1,-2,10
772,3865,0,0,1,-1,10
223,2401,0,0,1,-1,10
106,104,0,0,1,-1,10
451,2650,0,0,1,-1,10
278127,24629,172,538,3,-1,10
131,156,0,0,2,-1,10
20560,12902,161,302,2,-3,10
1368184,998,57,130,1,-3,11
219,241,0,0,3,-1,11
2997,2373,14,32,1,-1,11
124246,65,6,12,2,-1,11
224,564,0,0,2,-2,11
6014,846,0,0,3,-1,11
5619,526,10,97,2,-2,11
130,456,0,0,2,-2,11
623,908,1,1,2,-4,11
338,650,0,0,2,-1,11
49318,1217,7,12,1,-1,11
258,236,0,0,2,-1,11
732,1695,0,0,1,-3,11
2270073,2,493,839,3,-1,11
4789,962,10,25,1,-1,11
262,1057,0,0,1,-1,11
1041,233,6,5,2,-1,12
15659,10171,2,4,3,-4,12
12180,11754,0,0,2,-1,12
61,235,3,4,3,-1,12
156,1740,0,0,1,-1,12
4025,1452,1,1,1,-1,12
1413,426,0,0,1,-1,12
2242,701,3,66,2,-1,12
45,41,0,0,1,-3,12
22,130,0,0,2,-3,12
777,770,1,1,3,-1,12
37047,227,177,181,2,-1,12
5436,292,60,133,2,-1,12
8957,98,48,77,2,-3,12
39,251,1,16,1,-1,12
12941,653,0,0,3,-1,12
243,251,0,0,2,-3,12
42,0,0,0,1,-4,12
112,154,2,2,3,-1,12
598,726,0,0,1,-2,12
5852,50,1,3,1,-1,12
9,126,0,0,1,-2,12
3296,3392,0,0,2,-3,13
1835,415,2,2,4,-1,13
1674,999,0,0,2,-4,13
46411,337,31,206,1,-1,13
626,781,2,11,2,-4,13
1149,682,0,0,1,-2,13
55,466,0,0,2,-2,13
16,88,0,0,1,-1,13
0,9,0,0,1,-1,13
147,597,0,0,1,-4,13
14537,14569,0,0,1,-1,13
9,1,0,0,1,-2,13
30098,336,58,227,1,-2,13
758,285,0,0,1,-1,13
41,242,0,0,1,-2,13
10670,11455,1,1,2,-1,13
34384,767,9,43,3,-2,13
624,588,3,5,1,-1,13
503,755,78,164,1,-1,13
1065,989,0,0,1,-1,13
984,172,0,0,1,-1,13
2561,1404,9,21,2,-1,13
12,36,0,0,2,-3,13
1880,2167,4,6,2,-1,13
909,1278,0,0,3,-1,14
35780,291,119,338,2,-4,14
26445,985,21,26,2,-3,14
138414,1301,19,49,1,-1,14
17,38,0,0,1,-3,14
245,294,0,0,3,-1,14
91173,235,87,2245,1,-1,14
11347,1377,5,13,2,-1,14
198076,12330,26,41,2,-1,14
20345,814,10,138,2,-1,14
2952921,3202,72,2588,3,-2,14
17958,17,77,40,1,-1,14
2672,776,12,47,2,-3,14
1884076,697,5,24,2,-1,14
341531,2963,39,127,2,-1,14
15,299,0,0,1,-4,14
6588,2007,1,4,2,-2,14
894,2442,5,6,3,-4,14
4910,4507,0,0,2,-2,14
21,826,0,0,1,-4,14
107,216,14,17,2,-1,14
425,564,0,0,2,-4,14
4302,4897,2,11,2,-1,14
3340,3169,0,0,2,-1,15
14,49,0,0,1,-1,15
1093,1128,1,1,2,-2,15
13054,4404,3,90,2,-1,15
4824,150,5,8,4,-3,15
57,301,6,6,3,-1,15
362,199,0,0,3,-1,15
271,321,0,0,1,-5,15
1912,1153,0,0,1,-1,15
4671,3229,2,2,2,-4,15
313,1097,0,0,2,-3,15
3679,1851,0,0,1,-1,15
879,758,0,0,3,-1,15
153511,6532,55,198,2,-4,15
154968,792,152,2304,3,-1,15
429,405,11,26,3,-1,15
2964,1830,0,0,2,-3,15
639,1874,0,0,1,-1,15
454,95,32,58,2,-2,15
91,70,0,0,3,-3,15
767,160,0,0,1,-1,16
283023,2824,174,325,2,-1,16
3896,821,8,18,1,-1,16
414653,21,0,0,1,-4,16
45,170,0,0,2,-1,16
50,143,0,0,1,-2,16
1307,1714,0,0,2,-4,16
22,28,0,0,2,-5,16
71340,293,0,0,1,-3,16
7196,7172,5,3,2,-1,16
112,184,0,0,1,-1,16
220,693,0,0,4,-1,16
43,232,0,0,1,-3,16
14938,1129,38,143,2,-1,16
52,240,0,0,3,-1,16
1025926,124598,1,0,1,-3,16
20672,17873,5,5,1,-4,16
421,495,68,187,2,-3,16
34517,2784,2,1,1,-2,16
55033,350,2,5,2,-1,16
11962,860,178,187,2,-1,16
510,750,0,0,2,-2,16
2377,1692,11,16,2,-3,16
434,419,0,0,2,-1,16
1806892,5,1112,2688,1,-3,16
558875,995,177,259,1,-1,16
2635,1305,0,0,2,-1,16
144,418,0,0,4,-1,16
34,529,0,0,1,-3,16
455,419,0,0,2,-4,16
25,53,0,0,2,-2,17
5109,649,0,0,3,-1,17
1656,3265,125,33,2,-2,17
1369,1067,0,0,3,-1,17
11,127,0,0,1,-1,17
1360,3360,37,205,3,-3,17
2552,678,0,0,2,-1,17
2222,1391,0,0,3,-3,17
11,232,0,0,1,-1,17
579,445,0,0,2,-3,17
51,141,1,1,2,-1,17
1108,851,9,22,1,-1,17
373,346,0,0,2,-1,17
282335,250599,4,34,2,-1,17
213,606,0,0,1,-4,17
593,1853,0,0,2,-2,17
150377,8157,1,0,2,-1,17
3431,3640,2,10,1,-1,17
1857,692,1,2,1,-1,17
48,225,0,0,1,-3,17
69953,66757,5,7,1,-1,17
2294,255,0,0,1,-1,17
18071,18594,2,1,1,-3,17
823,589,0,0,1,-1,17
220,482,0,0,1,-3,18
154939,15680,91,307,3,-1,18
4651,1756,85,251,2,-1,18
627,689,0,0,2,-3,18
6699,4934,28,76,2,-1,18
121,181,2,1,2,-1,18
217,120,0,0,1,-3,18
665,558,0,0,1,-1,18
93,133,2,0,1,-1,18
818,352,0,0,1,-1,18
2101,1152,0,0,2,-4,18
521,2677,0,0,1,-3,18
848,2455,0,0,2,-4,18
17184,16547,0,0,3,-3,18
1748,6,8,15,2,-1,18
135,1322,0,0,3,-1,18
643,499,0,0,2,-1,18
11081,4343,10,18,3,-1,18
253,80,0,0,2,-1,18
3954683,1463,3,18,1,-3,18
24,68,0,0,1,-1,18
24112737,121,30,33,1,-1,18
72997,60154,10,12,2,-1,18
5756,23,10,25,1,-1,18
45,67,0,0,1,-1,18
2047,255,0,0,1,-1,18
3759,1836,0,0,2,-1,18
1061601,1542,233,5318,2,-2,18
27,118,0,0,1,-4,18
469,115,0,0,1,-1,18
229,316,0,0,2,-1,18
138,96,0,0,1,-3,19
148838,5143,178,565,1,-5,19
12214,6231,2,1,2,-1,19
22916,423,0,0,1,-1,19
532,390,0,0,2,-1,19
553,558,0,0,1,-2,19
1786,2437,0,0,2,-1,19
48437,65,2,1,2,-1,19
1953,113,23,138,1,-1,19
264,134,143,331,2,-4,19
708,850,19,35,1,-3,19
1892,3185,5,5,2,-1,19
16771,5454,9,11,3,-1,19
215,194,0,0,1,-1,19
29783,412,40,552,1,-1,19
113,80,0,0,2,-1,19
412,3914,0,0,2,-4,19
0,1,0,0,1,-1,19
80,263,0,0,1,-3,19
46,530,0,0,1,-1,19
309709,306,42,51,1,-1,19
7,41,0,0,3,-1,19
280,151,0,0,1,-4,19
1386,971,0,0,1,-2,20
10150,10282,116,237,2,-3,20
810,509,1,0,1,-1,20
340,715,131,364,1,-1,20
186,513,0,0,1,-1,20
1699,1083,0,0,2,-2,20
6994,7689,0,0,3,-1,20
109511,6696,2,3,1,-1,20
6359,1984,1,7,1,-1,20
574,57,5,16,2,-1,20
373,17,1,0,2,-1,20
1931,815,4,18,1,-2,20
375,751,0,0,1,-1,20
6972,1881,17,138,2,-1,20
26,4,0,0,3,-1,21
16116,16212,0,0,2,-1,21
69,77,0,0,2,-2,21
2130,2354,2,7,3,-1,21
76,68,0,0,1,-3,21
3409,782,1,0,1,-1,21
6,20,0,0,2,-2,21
1195,2056,1,0,4,-3,21
92,122,0,0,1,-1,21
239,202,27,174,3,-1,21
170,251,0,0,2,-1,21
234,264,0,0,2,-3,21
61,107,0,0,1,-1,21
12167,11917,3,2,3,-1,21
2255,915,0,0,2,-1,21
24133,762,2,2,2,-4,21
278928,6229,127,954,3,-1,21
516,919,0,0,2,-1,21
19547,1147,1,1,1,-1,21
54,71,0,0,2,-1,21
54,111,0,0,3,-1,21
549,433,108,356,1,-1,21
9883,2118,1,1,2,-3,22
197055,3006,86,241,1,-2,22
353,339,0,0,1,-4,22
1387,974,17,26,1,-2,22
6,90,0,0,2,-1,22
77,448,0,0,2,-1,22
187,317,0,0,3,-1,22
46257,1540,5,12,1,-1,22
1396,989,0,0,1,-1,22
1619,1230,0,0,2,-1,22
1727,2107,1,7,2,-1,22
8,76,0,0,1,-1,22
347,83,0,0,1,-1,22
1274,991,3,7,1,-1,22
1641,4995,0,0,1,-4,22
218,282,0,0,3,-2,22
80,648,0,0,1,-3,22
800,905,0,0,3,-1,22
62,97,0,0,1,-1,22
95,710,0,0,2,-1,23
87,94,0,0,1,-1,23
2264,892,0,0,3,-1,23
689,454,1,5,1,-3,23
1834,748,1,0,1,-1,23
63,472,0,0,1,-4,23
64,130,0,0,1,-2,23
36574,39510,17,19,3,-3,23
2108,1888,0,0,2,-1,23
1390,146,5,17,1,-1,23
355995,2812,8,7,1,-1,23
3438486,259,453,568,1,-2,23
70,110,0,0,1,-4,23
229,254,0,0,1,-1,23
18,215,0,0,3,-4,23
2492,996,3,103,2,-1,0
20,200,0,0,1,-1,0
129,227,0,0,1,-1,0
255,138,1,7,1,-1,0
431,1237,0,0,1,-1,0
379,280,0,0,1,-1,0
936,619,0,0,1,-1,0
1357,2255,0,0,2,-1,0
57,678,0,0,1,-4,0
507,429,0,0,1,-2,0
12,1100,0,0,1,-1,0
151,285,1,2,1,-1,0
1,17,0,0,3,-1,1
2594,3021,1,0,1,-1,1
1,3,0,0,2,-1,1
32686,76,182,221,2,-4,1
0,0,4,0,1,-1,1
33,178,0,0,2,-2,1
547,529,1,0,1,-3,1
119,233,1,2,1,-1,1
5172,224,7,62,2,-2,1
122679,1682,1,0,2,-3,1
29602,85,11,29,1,-1,1
1852,346,0,0,1,-1,1
1013,1534,6,13,3,-1,1
16,353,0,0,1,-4,1
44,131,0,0,3,-1,2
34,47,0,0,1,-2,2
88990,73,16,0,1,-1,2
248,591,0,0,1,-1,2
331,134,36,114,1,-1,2
866,1050,0,0,2,-3,2
214,662,0,0,2,-1,2
49571,449,54,213,1,-3,2
2273,4620,9,16,2,-1,2
5413,102,6,12,1,-1,2
34,59,0,0,1,-2,2
11002,574,905,1803,2,-1,2
60,179,0,0,1,-2,2
1187992,1403,5,29,2,-1,2
886,20,1,6,1,-1,2
43,56,0,0,2,-1,2
269,739,1,0,1,-1,2
277048,396,846,2592,3,-1,2
3,73,0,0,1,-1,2
4493,4193,13,46,3,-1,3
214,1026,0,0,3,-4,3
67,0,0,0,3,-1,3
557,711,0,0,2,-2,3
145083,96,346,500,1,-4,3
520,706,29,39,1,-1,3
58,496,0,0,1,-1,3
21746,426,10,50,1,-4,3
304,251,1,0,1,-2,3
21,66,0,0,2,-1,3
82,28,0,0,1,-2,3
63,78,0,0,2,-1,3
115135,458,60,1488,1,-1,3
30,238,0,0,1,-1,3
28519287,1735,21,113,1,-1,3
9092449,370,88,209,1,-3,4
43272480,1106,45,263,3,-1,4
17,82,0,0,1,-1,4
229735,248381,47,56,1,-1,4
4384,4748,0,0,1,-2,4
657,547,145,575,1,-1,4
3148,1592,0,0,1,-1,4
449,419,0,0,1,-1,4
22,92,0,0,1,-1,4
4126,348,2,5,1,-1,4
28519862,1734,64,338,1,-1,4
55731,955,20,61,1,-1,4
279,184,0,0,2,-3,4
12,27,0,0,1,-1,4
784,605,0,0,2,-1,4
13448,4348,1,4,1,-1,4
11261,10812,1,1,2,-1,4
312,322,0,0,1,-1,4
5263,5601,1,2,1,-1,4
237,319,0,0,1,-1,4
430,786,0,0,2,-3,4
107,141,1,1,1,-1,4
1876,1461,2,7,2,-1,4
738,621,0,0,1,-1,4
3638,2864,78,83,2,-1,5
755974,135,4,13,1,-1,5
53,27,0,0,2,-1,5
28519667,1734,90,329,1,-1,5
2019,2063,0,0,3,-1,5
8459,992,3,6,1,-1,5
75,152,0,0,1,-1,5
222,168,0,0,1,-1,5
57,78,0,0,2,-1,5
14,32,0,0,1,-1,6
386,173,0,0,1,-1,6
2558,4869,0,0,3,-3,6
99743,2736,0,0,2,-1,6
2886,927,2,2,1,-1,6
127,489,305,325,2,-1,6
10934,769,39,58,1,-2,6
953,2052,0,0,2,-2,6
179,549,0,0,1,-4,7
118,178,0,0,1,-1,7
2224,2142,0,0,1,-1,7
301,159,0,0,2,-1,7
748,5000,4,9,1,-3,7
198,129,0,0,1,-1,7
5772,2043,19,42,2,-3,8
10,101,0,0,1,-2,8
4660,3734,0,0,2,-1,8
2900,3303,0,0,2,-1,8
26899,211,157,750,1,-1,8
5527,997,0,0,2,-4,8
57,660,0,0,1,-1,8
2624,1342,0,0,2,-1,8
2207,244,0,0,3,-1,8
2194,1902,0,0,2,-2,8
33236,18854,30,34,3,-1,8
664,1572,0,0,1,-2,8
2,108,0,0,1,-1,8
22,47,0,0,2,-4,8
11084,103,0,0,1,-1,8
102,1224,0,0,3,-1,9
263306,84,113,499,1,-1,9
0,13,0,0,3,-1,9
355508,125,96,544,1,-1,9
5378,3431,0,0,1,-2,9
230957,253,48,67,3,-1,9
10895,10025,0,0,2,-1,9
720,683,106,154,3,-1,9
380,1051,9,22,2,-1,9
13092,14089,0,0,1,-2,9
8117,301,0,0,1,-1,9
9,73,0,0,2,-2,9
45,132,0,0,2,-1,9
1050,1809,0,0,2,-2,10
19186,19009,3,3,2,-1,10
22575,13638,43,40,2,-2,10
51887,419,7,128,1,-1,10
0,1,0,0,1,-1,10
2293,1485,0,0,1,-1,10
30,161,0,0,1,-1,10
1588,755,0,0,1,-3,10
19619,15699,0,0,1,-1,10
199,0,0,0,1,-3,10
4,34,0,0,1,-1,10
107988,2775,2,2,1,-1,11
161,64,23,5,2,-1,11
1080,1084,0,0,2,-4,11
8560,3811,0,0,2,-3,11
128,265,0,0,2,-1,11
1477,1964,0,0,1,-1,11
1973,3619,2,2,1,-1,11
1472,432,3,11,1,-1,11
1262,1030,0,0,1,-1,11
0,9,0,0,1,-1,11
6360,1232,177,608,3,-2,11
1353,613,0,0,4,-3,11
171041,574,0,0,1,-1,11
31,0,0,0,1,-1,11
263,1411,0,0,1,-1,11
5561,616,4,2,1,-1,11
5784,11,30,81,2,-1,11
5037,2481,5,35,2,-1,12
157,546,0,0,1,-3,12
217375,1760,42,107,3,-1,12
42875,35642,11,62,2,-1,12
3986,5000,0,0,1,-3,12
26478,527,46,122,3,-4,12
545,461,0,0,2,-1,12
1095,816,0,0,2,-3,12
38,129,0,0,2,-1,12
12415,3903,28,27,2,-2,12
1920,3617,8,0,1,-1,12
225928,644,20,110,2,-1,12
513923,3034,172,530,2,-1,12
788,1175,0,0,2,-1,12
21184,1087,9,13,1,-1,12
1338,385,0,0,2,-1,12
437,199,0,0,2,-3,12
2390,806,0,0,1,-2,12
806,93,1,0,3,-2,12
131,817,0,0,2,-1,12
62988,7100,0,0,3,-2,12
2822,3760,101,510,1,-1,12
106174,1308,1,0,1,-1,12
16162,5120,0,0,2,-1,13
459,471,9,15,2,-1,13
36,169,0,0,1,-3,13
2802,97,30,53,1,-1,13
37,60,0,0,1,-4,13
21,417,0,0,1,-1,13
22748,10547,0,0,1,-4,13
4719,676,0,0,4,-2,13
413862,2917,4,19,1,-1,13
2025,162,1,2,2,-1,13
4105,3977,7,2,3,-1,13
373,365,0,0,1,-2,13
2857,628,10,30,3,-1,13
12667,2311,102,337,3,-1,13
252,439,0,0,3,-1,13
251,227,0,0,2,-1,13
425,210,5,9,2,-1,13
92,177,0,0,1,-1,13
7455,8104,0,0,1,-3,13
7140,6106,62,107,1,-4,13
47,346,0,0,1,-1,14
103,161,0,0,1,-1,14
173,1749,0,0,1,-1,14
16534,13402,118,75,1,-3,14
1471,986,5,23,1,-1,14
1812,1808,0,0,1,-2,14
67,535,0,0,2,-1,14
1638,966,0,0,2,-1,14
1855,2121,0,0,1,-1,14
62406,580,14,138,2,-1,14
87,423,0,0,2,-1,14
2102,1495,0,0,1,-1,14
9754,1136,25,128,1,-1,14
6778,4770,1,0,1,-1,14
8,330,0,0,2,-1,14
1133,7,0,0,3,-1,14
3346,932,0,0,1,-1,14
1832,1898,0,0,1,-1,14
2845,650,0,0,1,-2,14
3,72,0,0,2,-2,14
2426,416,0,0,3,-4,14
67,348,0,0,2,-2,14
652,330,0,0,2,-1,14
1188,300,31,216,1,-1,15
33262,2176,17,52,2,-1,15
13059,676,5,9,2,-1,15
5849,6098,3,0,2,-2,15
411,368,0,0,3,-1,15
81,269,0,0,3,-2,15
258,274,0,0,1,-1,15
95,663,0,0,2,-4,15
4627,199,0,0,2,-1,15
72,301,0,0,1,-1,15
1266,1011,0,0,1,-4,15
1,30,0,0,2,-1,15
33758,334,1,0,1,-1,15
26756,24516,40,147,2,-1,15
32147,2959,5,8,3,-1,15
512,489,2,0,3,-2,15
58,97,0,0,2,-3,15
26,127,0,0,1,-1,15
15637,336,2,0,1,-1,15
55215,351,8,20,1,-1,15
6232,278,0,0,2,-1,15
86,405,0,0,1,-2,16
3141,4594,0,0,1,-1,16
203992,50085,123,722,4,-3,16
100,312,158,535,1,-3,16
2402,1379,0,0,1,-1,16
1066,371,0,0,1,-1,16
6,50,0,0,1,-1,16
16218,264,292,725,1,-1,16
46,69,0,0,2,-2,16
655,136,1,3,3,-1,16
236,1105,0,0,1,-1,16
4645,3963,10,25,1,-1,16
118,13,44,126,1,-1,16
2168,1074,4,7,1,-4,16
1079,113,8,25,3,-1,16
1499,1120,0,0,1,-1,16
1266,1169,1,0,1,-2,16
6714,376,2,18,3,-1,16
60917,35,7,32,3,-2,16
49925,48834,11,25,3,-2,16
99,901,0,0,2,-1,16
1366,1042,0,0,1,-1,17
373,212,16,19,1,-3,17
102,147,0,0,1,-1,17
209335,342,0,0,1,-1,17
1031,1519,0,0,1,-1,17
12,38,0,0,3,-1,17
3292,1288,1,0,1,-1,17
120,2086,0,0,1,-1,17
1813,168,0,0,2,-1,17
19537,208,95,494,1,-1,17
5619,4355,17,33,1,-3,17
183213,96,3,4,2,-1,17
360636,1135,1,3,3,-4,17
4773,46,0,0,1,-1,17
52,294,0,0,2,-2,17
50,51,0,0,1,-1,17
115296,985,5,13,1,-1,17
2973,529,39,101,3,-1,17
183,170,0,0,1,-1,17
4385,1067,0,0,3,-1,17
494,374,0,0,2,-1,17
693,654,1,1,1,-1,17
257,192,0,0,1,-1,17
1939,570,0,0,3,-1,17
401,349,1,1,1,-1,18
2667,394,8,27,1,-1,18
49253,272,21,137,1,-1,18
624,816,0,0,3,-1,18
545,993,0,0,3,-1,18
30777,549,4,32,1,-1,18
113257,17460,11,18,1,-1,18
2877,1994,0,0,1,-2,18
13529,12200,0,0,3,-1,18
10780,4608,91,160,1,-2,18
